ID,Name,Start_Date,End_Date,Price_Model,Total_Limit_Salesforce,Campaign_Delivery_Status,Daily_Limit,Total_Limit,Impressions,CVVs,%Delivered,VCR,Vlook_up,Account_Manager,Placement_IDs,Analyst,Booked_Limit
299266,ACTR - EssenceMedia - BigBabol - Apr22 - Apr30,04/21/2025,04/30/2025,CPCV,,Delivered in Full,"60,000","186,137","196,835","187,499",1.01,,,Not Found,Not Found,Not Found,Not Found
299289,ACTR - Speed Medya TR - Bim TR - Apr29 - Apr30,04/28/2025,04/30/2025,CPCV,,Delivered in Full,"600,000","955,000","1,029,374","958,351",1,,,Not Found,Not Found,Not Found,Not Found
299298,ACTR - Turkcell - Zeka Gucu - Apr29 - Apr30,04/28/2025,04/30/2025,CPCV,,Not Delivered in Full,"405,263","405,263","118,114","86,072",0.21,,,Not Found,Not Found,Not Found,Not Found
299303,ACTR - Speed Medya TR - Bim TR - Karma - Apr29 - Apr30,04/28/2025,04/30/2025,CPCV,,Delivered in Full,"400,000","716,000","796,726","730,469",1.02,,,Not Found,Not Found,Not Found,Not Found
299310,ACTR - Turkcell - Zeka Gucu - Apr29 - Apr30 - New,04/29/2025,04/30/2025,CPCV,,Not Delivered in Full,"385,965","385,965","152,822","112,731",0.29,,,Not Found,Not Found,Not Found,Not Found
299228,ACUK - WB Pics - The Accountant 2 - Apr7-Apr27 - Movie Goers,06/04/2025,04/27/2025,CPCV,,Not Delivered in Full,"52,000","600,000","701,083","586,380",0.98,,,Not Found,Not Found,Not Found,Not Found
299229,ACUK - WB Pics - The Accountant 2 - Apr7-Apr27 - Action Fans,06/04/2025,04/27/2025,CPCV,,Not Delivered in Full,"52,000","600,000","709,822","591,279",0.99,,,Not Found,Not Found,Not Found,Not Found
299027,ACRO - Beiersdorf APC Soft - Mar3 - April27,06/03/2025,04/27/2025,CPCV,,Not Delivered in Full,"5,000","515,000","561,699","514,987",1,,,Not Found,Not Found,Not Found,Not Found
299012,ACCH - Blutspende - Mar3 - Apr27,02/03/2025,04/27/2025,CPCV,,Not Delivered in Full,"50,000","1,390,000","1,438,976","1,389,974",1,,,Not Found,Not Found,Not Found,Not Found
299265,ACTR - Speed Medya TR - Bim TR - Apr22 - Apr27,04/21/2025,04/27/2025,CPCV,,Delivered in Full,"250,000","715,000","776,068","716,143",1,,,Not Found,Not Found,Not Found,Not Found
299287,ACTR - Speed Medya TR - Bim TR - Apr26 - Apr27,04/25/2025,04/27/2025,CPCV,,Delivered in Full,"600,000","955,000","1,053,265","973,530",1.02,,,Not Found,Not Found,Not Found,Not Found
299267,ACTR - Speed Medya TR - Bim TR - Apr22 - Apr24,04/21/2025,04/24/2025,CPCV,,Not Delivered in Full,"600,000","1,671,000","1,059,166","974,994",0.58,,,Not Found,Not Found,Not Found,Not Found
299199,ACTR - Mediacom TR - Volkswagen TR - Tayron - Apr4 - Apr20,03/04/2025,04/20/2025,CPCV,,Delivered in Full,"90,000","1,750,000","1,909,166","1,750,709",1,,,Not Found,Not Found,Not Found,Not Found
299222,ACRO - Mondelez - Oreo - Apr3 - Apr20,10/04/2025,04/20/2025,CPCV,,Not Delivered in Full,"29,000","295,000","321,338","293,271",0.99,,,Not Found,Not Found,Not Found,Not Found
299252,ACRO - Mondelez - Oreo - Apr3 - Apr20 AV,10/04/2025,04/20/2025,CPCV,,Delivered in Full,"2,000","65,000","71,808","65,013",1,,,Not Found,Not Found,Not Found,Not Found
299258,ACTR - Speed Medya TR - Bim TR - Apr19 - Apr20,04/18/2025,04/20/2025,CPCV,,Delivered in Full,"700,000","1,194,000","1,299,869","1,197,152",1,,,Not Found,Not Found,Not Found,Not Found
299001,ACRO - Tchibo - Feb15 - April19,02/27/2025,04/19/2025,CPCV,,Not Delivered in Full,"2,000","320,000","344,863","316,648",0.99,,,Not Found,Not Found,Not Found,Not Found
299054,ACRO - OLX Autovit - Mar7 - Apr18,12/03/2025,04/18/2025,CPCV,,Not Delivered in Full,"9,000","315,000","334,584","305,015",0.97,,,Not Found,Not Found,Not Found,Not Found
299250,ACTR - Speed Medya TR - Bim TR - Apr16 - Apr17,04/15/2025,04/17/2025,CPCV,,Delivered in Full,"1,000,000","1,670,000","1,905,062","1,722,364",1.03,,,Not Found,Not Found,Not Found,Not Found
299232,ACTR - Speed Medya TR - Bim TR - Apr12 - Apr13,11/04/2025,04/13/2025,CPCV,,Delivered in Full,"450,000","716,000","776,810","717,833",1,,,Not Found,Not Found,Not Found,Not Found
299163,ACRO - McDonald's Employer - Mar21 - Apr11,03/28/2025,11/04/2025,CPCV,,Delivered in Full,"255,000","2,395,313","2,583,890","2,399,357",1,,,Not Found,Not Found,Not Found,Not Found
299180,ACRO - McDonald's Employer - Mar21 - Apr11 - BLS,04/04/2025,11/04/2025,CPCV,,Not Delivered in Full,"6,250","50,000","7,704","7,072",0.14,,,Not Found,Not Found,Not Found,Not Found
299206,ACRO - McDonald's Employer - Mar21 - Apr11 - AV,07/04/2025,11/04/2025,CPCV,,Not Delivered in Full,"60,000","290,000","319,118","282,778",0.98,,,Not Found,Not Found,Not Found,Not Found
299214,ACTR - Speed Medya TR - Bim TR - Apr9 - Apr10,08/04/2025,10/04/2025,CPCV,,Delivered in Full,"700,000","1,193,182","1,315,157","1,203,102",1.01,,,Gencay Evren,C-002028,DT,1136364
298989,ACUK - OmniGov - DHSC StopSmoking - Feb25- Apr06,02/26/2025,06/04/2025,CPCV,,Not Delivered in Full,"50,000","1,000,000","954,967","911,951",0.91,,,Not Found,Not Found,Not Found,Not Found
299078,ACBE - SpaceFwd - NickelBank - Mar17 - Apr6,03/16/2025,06/04/2025,CPCV,,Not Delivered in Full,"100,000","790,000","802,532","754,768",0.96,,,Not Found,Not Found,Not Found,Not Found
299197,ACTR - Speed Medya TR - Bim TR - Apr5 - Apr6,04/04/2025,06/04/2025,CPCV,,Delivered in Full,"400,000","716,000","775,135","717,890",1,,,Not Found,Not Found,Not Found,Not Found
299173,ACTR - Speed Medya TR - Bim TR - Apr2 - Apr3,01/04/2025,03/04/2025,CPCV,,Delivered in Full,"400,000","716,000","782,038","718,080",1,,,Not Found,Not Found,Not Found,Not Found
299159,ACTR - Krombera TR - Istanbul Akvaryum - Mar28 - Apr1,03/27/2025,01/04/2025,CPCV,,Delivered in Full,"120,000","552,632","599,248","553,294",1,,,Not Found,Not Found,Not Found,Not Found
298877,ACUK - OmniGov - DVLA - Jan20 - Mar31,01/24/2025,03/31/2025,CPCV,,Not Delivered in Full,"60,000","1,125,640","1,189,549","1,124,574",1,,,Not Found,Not Found,Not Found,Not Found
299055,ACUK - Disney Simpsons 25 Q1 - Mar17 - Mar31,03/17/2025,03/31/2025,CPM,,Not Delivered in Full,"270,349","2,737,226","2,729,822","2,608,153",1,,,Not Found,Not Found,Not Found,Not Found
298940,ACRO -   Publicis - Intersnack - Nutline- Feb7 - Mar31,10/02/2025,03/31/2025,CPCV,,Not Delivered in Full,"4,600","220,000","69,209","65,713",0.3,,,Not Found,Not Found,Not Found,Not Found
299099,ACRO - Zenith L'Oreal True Match - Mar18 - Mar31,03/20/2025,03/31/2025,CPCV,,Delivered in Full,"29,000","290,000","314,943","290,145",1,,,Not Found,Not Found,Not Found,Not Found
299157,ACRO - Zenith - Reckitt Benckiser Durex - Mar26 - Mar31,03/28/2025,03/31/2025,CPCV,,Not Delivered in Full,"120,000","320,000","344,807","317,703",0.99,,,Not Found,Not Found,Not Found,Not Found
298839,ACTR - Sahibinden TR - Otobid - Jan9 - Mar31,09/01/2025,03/31/2025,CPCV,,Not Delivered in Full,"25,000","1,660,894","1,210,209","1,142,888",0.69,,,Not Found,Not Found,Not Found,Not Found
299077,ACTR - Dentsu TR - Pegasus - Peki Simdi Nereye - Mar17 - Mar31,03/16/2025,03/31/2025,CPCV,,Not Delivered in Full,"87,000","1,141,304","849,260","741,167",0.65,,,Not Found,Not Found,Not Found,Not Found
299091,ACTR - Bannerble TR - Belbim TR - Istanbulkart - Mar18 - Mar31,03/17/2025,03/31/2025,CPCV,,Not Delivered in Full,"46,000","552,632","66,010","57,508",0.1,,,Not Found,Not Found,Not Found,Not Found
299094,ACTR - Bannerble TR - Belbim TR - Ramazan - Mar18 - Mar31,03/17/2025,03/31/2025,CPCV,,Not Delivered in Full,"46,000","552,632","63,238","57,595",0.1,,,Not Found,Not Found,Not Found,Not Found
299129,ACTR - UM TR - Levis TR - Mar21 - Mar31,03/20/2025,03/31/2025,CPCV,,Not Delivered in Full,"141,414","1,272,727","458,078","417,602",0.33,,,Not Found,Not Found,Not Found,Not Found
298931,ACUK - Royal Mail - Consumer Parcels - Feb09 - Mar30 Q1 Burst Thriving,08/02/2025,03/30/2025,CPM,,Not Delivered in Full,"9,000","414,583","408,345","400,389",0.99,,,Not Found,Not Found,Not Found,Not Found
298932,ACUK - Royal Mail - Consumer Parcels - Feb09 - Mar30 Q1 Burst Young Explorers,08/02/2025,03/30/2025,CPM,,Not Delivered in Full,"8,300","414,647","403,843","393,231",0.97,,,Not Found,Not Found,Not Found,Not Found
298965,ACRO - Fanta Xbox - Feb11 - Mar30,02/17/2025,03/30/2025,CPCV,,Not Delivered in Full,"11,200","450,000","474,156","449,919",1,,,Not Found,Not Found,Not Found,Not Found
299073,ACRO - OMD - BRD - Mar13 - Mar30,03/17/2025,03/30/2025,CPCV,,Delivered in Full,"12,000","220,000","242,457","220,095",1,,,Not Found,Not Found,Not Found,Not Found
299140,ACTR - HM TR - Spring - Mar24 - Mar30,03/23/2025,03/30/2025,CPCV,,Delivered in Full,"156,848","559,239","601,767","561,275",1,,,Not Found,Not Found,Not Found,Not Found
299158,ACTR - Speed Medya TR - Bim TR - Mar28 - Mar30,03/27/2025,03/30/2025,CPCV,,Delivered in Full,"250,000","716,000","782,276","717,389",1,,,Not Found,Not Found,Not Found,Not Found
299162,ACTR - Speed Medya TR - Bim TR - Mar29 - Mar30,03/28/2025,03/30/2025,CPCV,,Delivered in Full,"260,000","477,272","514,823","478,129",1,,,Not Found,Not Found,Not Found,Not Found
299018,ACTR - PHD TR - Knorr TR - Soup - Mar4 - Mar29,03/03/2025,03/29/2025,CPCV,,Delivered in Full,"3,000","555,000","592,924","555,599",1,,,Not Found,Not Found,Not Found,Not Found
299082,ACTR - EssenceMediacom TR - Fanta - Mar17 - Mar31,03/16/2025,03/29/2025,CPCV,,Delivered in Full,"250,000","1,657,894","1,792,711","1,659,213",1,,,Not Found,Not Found,Not Found,Not Found
299068,ACTR - Vodafone - Ramazan Cark - Mar14 - Mar28,03/13/2025,03/28/2025,CPCV,,Delivered in Full,"63,000","820,313","892,205","820,476",1,,,Not Found,Not Found,Not Found,Not Found
299072,ACTR - Speed Medya TR - Bim TR - Mar16 - Mar28,03/15/2025,03/28/2025,CPCV,,Delivered in Full,"100,000","1,193,182","1,270,798","1,193,584",1,,,Not Found,Not Found,Not Found,Not Found
299145,ACTR - Speed Medya TR - Bim TR - Mar25 - Mar27,03/24/2025,03/27/2025,CPCV,,Delivered in Full,"250,000","716,000","778,291","726,301",1.01,,,Not Found,Not Found,Not Found,Not Found
299103,ACTR - Speed Medya TR - Bim TR - Mar21 - Mar23,03/20/2025,03/23/2025,CPCV,,Not Delivered in Full,"238,636","715,909","174,268","157,864",0.22,,,Not Found,Not Found,Not Found,Not Found
299127,ACTR - Speed Medya TR - Bim TR - Mar22 - Mar23,03/21/2025,03/23/2025,CPCV,,Delivered in Full,"450,000","715,909","778,134","717,768",1,,,Not Found,Not Found,Not Found,Not Found
299092,ACTR - Speed Medya TR - Bim TR - Mar18 - Mar20,03/17/2025,03/20/2025,CPCV,,Delivered in Full,"350,000","954,546","1,035,500","956,882",1,,,Not Found,Not Found,Not Found,Not Found
299093,ACTR - EssenceMediacom TR - Audi TR - Q6 E-Tron - Mar18 - Mar20,03/17/2025,03/20/2025,CPCV,,Delivered in Full,"400,000","1,050,000","1,175,486","1,052,356",1,,,Not Found,Not Found,Not Found,Not Found
298954,ACBE - SpaceFwd BE - Delhaize BE - Feb13 - Mar19,02/13/2025,03/19/2025,CPCV,,Not Delivered in Full,"5,700","187,500","197,766","186,891",1,,,Not Found,Not Found,Not Found,Not Found
299071,ACTR - Speed Medya TR - Bim TR - Mar15 - Mar16,03/14/2025,03/16/2025,CPCV,,Delivered in Full,"400,000","715,909","767,121","717,771",1,,,Not Found,Not Found,Not Found,Not Found
299060,ACTR - Speed Medya TR - Bim TR - Mar13 - Mar16,03/13/2025,03/16/2025,CPCV,,Delivered in Full,"200,000","715,909","763,856","717,209",1,,,Not Found,Not Found,Not Found,Not Found
298850,ACTR - Lego TR - City Consumer - Jan16 - Mar15,01/15/2025,03/15/2025,CPCV,,Not Delivered in Full,"45,000","1,660,894","1,818,515","1,657,619",1,,,Not Found,Not Found,Not Found,Not Found
299011,ACUK - Asda - Rollback - Dynamic - Mar 06 - Mar 14,06/03/2025,03/14/2025,CPCV,,Not Delivered in Full,"105,049","866,886","884,510","853,787",0.98,,,Not Found,Not Found,Not Found,Not Found
298926,ACTR - Vivaki TR - Lego TR - Duplo - Feb7 - Mar13,06/02/2025,03/13/2025,CPCV,,Not Delivered in Full,"32,700","1,077,632","1,172,924","1,077,280",1,,,Not Found,Not Found,Not Found,Not Found
299048,ACTR - Speed Medya TR - Bim TR - Mar11 - Mar13,10/03/2025,03/13/2025,CPCV,,Delivered in Full,"550,000","1,431,818","1,566,476","1,434,712",1,,,Not Found,Not Found,Not Found,Not Found
298974,ACTR - Vodafone TR - 5.5G - Feb20 - Mar17,02/19/2025,12/03/2025,CPCV,,Delivered in Full,"150,000","1,458,333","1,641,231","1,458,957",1,,,Not Found,Not Found,Not Found,Not Found
299019,ACTR - Minds2Lead TR - TME TR - Mickey - Mar4 - Mar12,03/03/2025,12/03/2025,CPCV,,Delivered in Full,"50,000","364,736","399,699","364,938",1,,,Not Found,Not Found,Not Found,Not Found
298955,ACTR - BTC Turk - Kripto - Feb12 - Mar11,11/02/2025,11/03/2025,CPCV,,Not Delivered in Full,"40,000","832,000","943,643","828,895",1,,,Not Found,Not Found,Not Found,Not Found
299022,ACTR - Vivaki TR - Disney+ - Daredevil - Mar5 - Mar11,04/03/2025,11/03/2025,CPCV,,Delivered in Full,"70,000","359,210","414,241","359,280",1,,,Not Found,Not Found,Not Found,Not Found
298938,ACTR - OPN TR - Cosmos - Bizimyag - Feb10 - Mar10,09/02/2025,10/03/2025,CPCV,,Not Delivered in Full,"2,000","845,000","982,647","841,977",1,,,Gencay Evren,C-001629,DT,800000
299034,ACTR - Speed Medya TR - Bim TR - Mar7 - Mar9,06/03/2025,09/03/2025,CPCV,,Delivered in Full,"300,000","715,909","779,061","717,576",1,,,Not Found,Not Found,Not Found,Not Found
299036,ACTR - Speed Medya TR - Bim TR - Mar8 - Mar9,07/03/2025,09/03/2025,CPCV,,Delivered in Full,"500,000","715,909","798,076","718,515",1,,,Not Found,Not Found,Not Found,Not Found
298816,ACUK - MGOMD - GOV UK - Navy Reserves Burst 2 Campaign Jan to March,06/01/2025,07/03/2025,CPCV,,Not Delivered in Full,0,"2,484,924","2,065,495","1,948,136",0.78,,,Not Found,Not Found,Not Found,Not Found
299026,ACTR - Speed Medya TR - Bim TR - Mar6 - Mar6,05/03/2025,06/03/2025,CPCV,,Not Delivered in Full,"1,431,818","1,431,818","1,730,967","1,392,632",0.97,,,Not Found,Not Found,Not Found,Not Found
299026,ACTR - Speed Medya TR - Bim TR - Mar6 - Mar6,05/03/2025,06/03/2025,CPM,,Not Delivered in Full,"500,000","500,000","87,833","58,276",0.18,,,Not Found,Not Found,Not Found,Not Found
298845,ACUK - APX - Taco Bell Saver Menu - 14 Jan 03 Mar,01/14/2025,05/03/2025,CPCV,,Not Delivered in Full,"37,140","1,155,783","1,148,961","1,120,906",0.97,,,Not Found,Not Found,Not Found,Not Found
295706,ACRO - Tusnad - Artensia - Oct30 - Dec24,01/24/2025,03/03/2025,CPCV,,Not Delivered in Full,"16,000","900,000","181,213","169,743",0.19,,,Not Found,Not Found,Not Found,Not Found
298861,ACUK - Disney WDW Tickets 25 Q1 - Jan31 - Mar3,01/31/2025,02/03/2025,CPM,,Not Delivered in Full,"72,000","2,089,544","2,038,489","1,960,837",0.98,,,Not Found,Not Found,Not Found,Not Found
298953,ACRO - Intersnack Pombar - Feb10 - Mar2,11/02/2025,02/03/2025,CPCV,,Not Delivered in Full,"2,000","221,000","232,933","220,935",1,,,Not Found,Not Found,Not Found,Not Found
298898,ACTR - Is Bankasi TR - Iscep - Feb4 - Feb28,03/02/2025,02/28/2025,CPCV,,Not Delivered in Full,"39,773","875,000","959,222","874,647",1,,,Not Found,Not Found,Not Found,Not Found
298862,ACRO - McDonalds - McCombo - Jan9 - Feb28 - BLS,01/20/2025,02/28/2025,CPM,,Not Delivered in Full,"1,315","50,000","48,005","40,996",0.96,,,Not Found,Not Found,Not Found,Not Found
298782,ACTR - United People TR - ETS Tur - Erken Rezervasyon - Jan2 - Jan30,01/01/2025,02/28/2025,CPCV,,Not Delivered in Full,"3,000","1,145,304","717,918","678,996",0.59,,,Not Found,Not Found,Not Found,Not Found
298817,ACTR - Mediacom TR - Mentos - Jan2 - Feb28,02/01/2025,02/28/2025,CPCV,,Not Delivered in Full,"2,000","920,160","769,095","734,467",0.8,,,Not Found,Not Found,Not Found,Not Found
298865,ACTR - Lego TR - Friends - Jan20 - Feb28,01/19/2025,02/28/2025,CPCV,,Not Delivered in Full,"30,000","612,000","701,497","608,631",0.99,,,Not Found,Not Found,Not Found,Not Found
298880,ACTR - Turkcell TR - Gameplus - Jan27 - Feb28,01/26/2025,02/28/2025,CPCV,,Not Delivered in Full,"333,000","1,275,727","1,497,372","1,272,861",1,,,Not Found,Not Found,Not Found,Not Found
298902,ACTR - Vivaki TR - Kent Mondelez TR - Feb4 - Feb28,03/02/2025,02/28/2025,CPCV,,Not Delivered in Full,"49,987","552,632","588,164","552,309",1,,,Not Found,Not Found,Not Found,Not Found
298915,ACTR - SEM TR - Migros TR - Money - Feb6 - Feb28,05/02/2025,02/28/2025,CPCV,,Not Delivered in Full,"3,000","830,948","882,386","829,656",1,,,Not Found,Not Found,Not Found,Not Found
298959,ACTR - Maybelline TR - Teddy Tint - Feb13 - Feb28,12/02/2025,02/28/2025,CPCV,,Not Delivered in Full,"150,000","1,685,000","1,774,776","1,679,261",1,,,Not Found,Not Found,Not Found,Not Found
298857,ACRO - McDonalds - McCombo - Jan9 - Feb28,01/16/2025,02/28/2025,CPCV,,Not Delivered in Full,"31,000","930,000","1,037,762","925,655",1,,,Not Found,Not Found,Not Found,Not Found
298986,ACTR - Speed Medya TR - Bim TR - Feb25 - Feb27,02/24/2025,02/27/2025,CPCV,,Not Delivered in Full,"600,000","1,431,818","1,487,066","1,375,219",0.96,,,Not Found,Not Found,Not Found,Not Found
298889,ACTR - GroupM TR - Amazon TR - Jan30 - Feb23,01/29/2025,02/23/2025,CPCV,,Not Delivered in Full,"153,000","3,500,000","3,696,889","3,485,869",1,,,Not Found,Not Found,Not Found,Not Found
298929,ACTR - Vivaki TR - Disney+ TR - Umami - Feb7 - Feb23,06/02/2025,02/23/2025,CPCV,,Not Delivered in Full,"10,000","276,316","314,045","276,224",1,,,Not Found,Not Found,Not Found,Not Found
298970,ACTR - Bim TR - 21 Subat - Feb19 - Feb20,02/18/2025,02/20/2025,CPCV,,Not Delivered in Full,"1,200,000","1,431,818","1,565,219","1,425,975",1,,,Not Found,Not Found,Not Found,Not Found
298961,ACTR - Speed Medya TR - Bim TR - Feb13 - Feb16,02/13/2025,02/16/2025,CPCV,,Delivered in Full,"140,000","477,272","517,745","477,982",1,,,Not Found,Not Found,Not Found,Not Found
298840,ACTR - Skoda TR - Kodiaq - Jan10 - Jan31,12/01/2025,02/15/2025,CPCV,,Not Delivered in Full,"55,000","705,000","745,270","699,758",0.99,,,Not Found,Not Found,Not Found,Not Found
298848,ACTR - Akbank TR - Genclik Festivali - Jan16 - Feb15,01/15/2025,02/15/2025,CPCV,,Not Delivered in Full,"33,000","555,632","615,288","552,603",0.99,,,Not Found,Not Found,Not Found,Not Found
298956,ACTR - Speed Medya TR - Bim TR - Feb12 - Feb14,11/02/2025,02/14/2025,CPCV,,Not Delivered in Full,"600,000","1,431,818","1,565,818","1,428,382",1,,,Not Found,Not Found,Not Found,Not Found
298910,ACTR - Vivaki TR - Disney+ TR - Captain America - Feb5 - Feb13,04/02/2025,02/13/2025,CPCV,,Not Delivered in Full,"1,000","335,578","361,580","332,487",0.99,,,Not Found,Not Found,Not Found,Not Found
298846,ACTR - Speed Medya TR - Bebeto TR - Freeze - Jan15 - Feb9,01/14/2025,09/02/2025,CPCV,,Not Delivered in Full,"1,000","383,818","411,275","382,745",1,,,Not Found,Not Found,Not Found,Not Found
298928,ACTR - Speed Medya TR - Bim TR - Feb7 - Feb9,06/02/2025,09/02/2025,CPCV,,Not Delivered in Full,"300,000","715,909","775,226","713,544",1,,,Not Found,Not Found,Not Found,Not Found
298912,ACTR - Speed Medya TR - Bim TR - Feb5 - Feb6,04/02/2025,07/02/2025,CPCV,,Not Delivered in Full,"955,000","954,546","1,051,772","951,414",1,,,Not Found,Not Found,Not Found,Not Found
298863,ACTR - Vivaki TR - Disney+ - Jan20 - Feb5,01/19/2025,05/02/2025,CPCV,,Not Delivered in Full,"1,000","416,474","474,512","415,432",1,,,Not Found,Not Found,Not Found,Not Found
298891,ACTR - Speed Medya TR - Bim TR - Jan31 - Feb3,01/30/2025,03/02/2025,CPCV,,Not Delivered in Full,"200,000","715,909","775,750","714,895",1,,,Not Found,Not Found,Not Found,Not Found
298859,ACUK - PHd - WB Pics Companion - JanFeb25,01/20/2025,02/02/2025,CPCV,,Not Delivered in Full,"300,000","1,228,512","1,250,549","1,136,246",0.92,,,Not Found,Not Found,Not Found,Not Found
298870,ACUK - PHd - WB Pics Companion - JanFeb25 RMI,01/21/2025,02/02/2025,CPM,,Not Delivered in Full,"214,258","2,999,613","276,551","6,975",0.09,,,Not Found,Not Found,Not Found,Not Found
298843,ACTR - UIP TR - Kirpi Sonic - Jan13 - Jan31,01/13/2025,01/31/2025,CPCV,,Not Delivered in Full,"666,848","1,755,000","1,831,204","1,464,878",0.83,,,Not Found,Not Found,Not Found,Not Found
298844,ACRO - McDonald's Romania Advent - Dec9 - Dec31 - BLS,01/14/2025,01/31/2025,CPCV,,Not Delivered in Full,"10,000","100,000","33,935","32,309",0.32,,,Not Found,Not Found,Not Found,Not Found
298852,ACRO - Loreal - Firew - Jan10 - Jan31 25',01/17/2025,01/31/2025,CPCV,,Not Delivered in Full,"8,000","103,000","107,137","102,008",0.99,,,Not Found,Not Found,Not Found,Not Found
298842,ACTR - Opet TR - Ultraforce - Jan1 - Jan31,01/13/2025,01/31/2025,CPCV,,Not Delivered in Full,"300,000","957,546","1,073,816","954,077",1,,,Not Found,Not Found,Not Found,Not Found
298849,ACTR - PHD Agency TR - Eti TR - Crax - Jan16 - Jan31,01/15/2025,01/31/2025,CPCV,,Not Delivered in Full,"110,749","1,050,000","1,246,628","1,046,882",1,,,Not Found,Not Found,Not Found,Not Found
298883,ACTR - Speed Medya TR - Bim TR - Jan29 - Jan30,01/28/2025,01/30/2025,CPCV,,Not Delivered in Full,"700,000","954,546","1,039,704","945,306",0.99,,,Not Found,Not Found,Not Found,Not Found
